18

3 3
168 865 -579
464 236 177
833 44 -359
645 593 -48
374 558 411
801 22 528
36 927 -380
235 719 690
162 404 796
123 944 299
340 211 -533
929 633 -717
973 810 117
918 803 114
477 107 840
499 519 -359
778 47 -970
850 19 265
254 709 779
551 857 -97
762 157 595
747 976 524
909 260 849
712 729 120
820 195 949
691 35 -200
90 28 -69
109 58 781
171 323 -613
380 103 -710
889 358 -947
866 305 152
478 182 -938
559 31 -874
754 151 946
141 100 989
169 901 79
228 832 -459
903 965 -936
358 704 444
68 995 -666
374 400 552
556 552 382
939 966 293
91 93 -953
543 39 -460
796 381 -291
980 460 289
945 353 193
2 417 -97
997 214 -28
749 900 698
301 804 -746
268 186 193
361 479 636
752 878 180
133 418 328
946 479 -691
651 121 -394
69 666 -392
283 569 -43
535 893 706
339 591 -640
525 197 -372
356 391 341
586 27 -555
356 559 931
835 240 229
956 549 -120
622 507 301
544 116 936
437 425 471
381 484 810
578 844 -313
969 824 395
349 165 981
260 962 337
500 245 -475
401 474 -167
909 355 808
377 8 -648
154 945 -859
638 416 -478
482 579 -899
306 618 -578
823 366 123
786 347 736
31 37 588
858 914 -10
565 99 251
573 907 -372
518 611 -218
287 105 421
218 979 255
188 80 -438
554 855 737
902 330 -125
291 66 907
557 655 117
656 645 -318
916 248 -745
879 876 -874
984 10 765
964 783 -17
396 39 171
251 953 726
934 690 -20
0 566 -377
7 825 180
4 294 -812
252 976 104
128 583 -16
491 709 -680
626 474 284
17 809 -319
970 981 284
13 59 -430
931 391 571
108 14 -422
402 546 -417
730 734 -165
313 191 -684
375 527 -841
201 847 785
11 484 -197
344 517 -875
403 153 490
794 724 421
160 295 -119
706 225 -717
792 160 365
335 348 679
862 16 -594
62 175 -393
898 312 618
415 115 314
568 593 -283
644 83 863
291 505 23
517 386 -919
29 22 -126
729 387 209
745 418 -576
272 824 -162
585 432 -912
52 402 -497
645 717 -577
729 786 -932
586 650 711
324 25 228
698 107 -390
438 981 -661
856 542 437
33 318 709
817 508 294
219 596 347
288 99 -656
75 875 425
77 295 -637
102 6 688
561 587 -262
542 197 -824
437 888 -615
107 325 770
616 387 -413
212 681 158
664 380 -553
539 77 874
186 502 -49
192 866 405
131 906 -33
680 996 -139
569 525 -350
246 262 -242
633 32 -626
667 619 938
399 129 602
476 928 -507
331 802 -321
549 105 -776
807 511 -645
803 478 -612
328 339 -691
590 990 555
974 100 -459
945 474 -440
75 764 -41
3 367 -212
806 212 119
911 244 20
774 468 827
252 175 -370
944 915 -689
286 224 253
386 780 228
212 673 173
976 233 -752
695 544 604
908 332 -238
152 803 -327
972 823 800
499 650 -948
415 633 348
639 944 634
771 549 -628
796 777 584
381 303 913
926 903 -392
610 507 -132
414 269 20
589 295 -656
240 95 -156
225 499 611
521 848 -398
70 834 374
200 559 522
503 143 -96
406 408 -170
266 369 -208
535 237 206
182 610 796
277 954 -612
129 150 965
977 761 -514
163 716 908
722 442 108
218 964 963
978 868 -278
347 50 -12
585 843 875
195 49 -942
501 197 687
652 937 168
765 902 145
481 740 -339
923 649 735
240 109 953
108 73 932
159 795 -721
2 783 -784
403 10 -237
953 420 -735
242 460 -731
497 628 -614
237 774 220
238 787 -505
348 522 735
421 828 844
216 760 -645
351 391 709
713 960 464
134 723 769
594 988 12
222 609 861
348 996 -902
135 216 -311
10 63 -963
838 799 -190
950 995 378
693 702 81
653 411 794
377 227 928
717 997 874
327 9 -903
675 870 -555
243 320 933
306 361 -705
457 750 133
804 560 435
506 290 128
269 371 -218
497 518 511
494 798 580
855 673 259
77 770 -66
749 567 -471
111 852 -812
861 147 645
774 632 450
416 67 -692
140 548 578
658 682 75
456 193 -79
481 125 776
251 385 853
171 671 602
375 201 -935
523 389 279
507 386 -947
927 188 -531
475 497 609
157 75 619
702 502 -572
827 423 909
564 199 -839
236 404 -316
437 358 59
178 424 934
916 703 -206
105 108 -279
954 929 548
29 891 -943
531 510 759
954 938 -62
505 848 -497
261 361 -909
619 397 880
395 808 -590
450 743 326
910 537 -217
840 610 -263
83 158 118
593 567 1
884 678 307
84 616 812
797 471 425
194 562 45
2 794 792
97 204 -405
986 531 857
596 666 697
106 404 132
673 522 -274
351 876 962
320 183 -954
143 996 -805
58 773 -611
852 170 -609
57 963 -511
940 910 827
606 767 -576
362 817 -118
237 949 -92
113 27 -741
296 341 -69
644 387 427
418 934 485
588 323 689
903 67 -902
813 908 -962
933 735 -3
750 511 359
51 394 -404
79 302 709
420 913 -642
160 197 -998
94 624 -580
770 461 361
837 502 -736
97 601 -570
832 991 715
344 988 465
738 700 868
392 296 299
305 358 720
502 716 -768
478 718 -322
939 491 800
442 204 637
395 468 734
386 250 919
375 965 -737
75 782 -647
723 651 -255
81 950 -950
149 22 905
868 606 735
711 285 -325
915 85 469
735 75 864
986 161 -398
303 80 977
86 695 -596
89 48 -520
39 793 913
414 196 63
20 453 -717
657 188 994
95 215 -739
522 684 -4
35 900 334
116 503 -362
163 832 76
212 589 -835
357 69 556
553 982 322
358 397 343
547 680 352
762 26 -201
799 639 673
699 988 709
202 322 177
387 312 -660
976 740 552
397 257 -738
731 814 815
129 136 174
161 831 -927
188 536 -165
179 335 634
167 9 -314
842 70 -760
506 247 -373
247 587 -45
504 492 352
670 754 -916
159 921 -435
990 447 -274
878 520 266
566 708 -202
927 694 965
997 380 -193
244 973 -686
183 600 913
675 908 769
781 260 440
703 696 -401
150 613 -59
23 692 820
731 310 -614
777 108 -687
510 74 662
483 233 258
435 899 441
343 812 -531
956 582 -750
652 22 -47
618 973 -544
310 914 -521
620 734 -438
729 472 -661
155 137 201
388 151 -316
288 409 -528
452 851 -185
34 320 771
408 922 776
381 876 394
296 684 -944
382 163 -324
207 77 -243
344 768 912
496 970 653
905 6 -707
108 478 745
780 294 780
703 417 -812
579 193 570
263 939 218
778 995 -48
207 24 159
975 781 -496
945 46 352
304 699 -391
782 344 -930
428 89 850
198 869 -447
743 410 484
683 332 99
30 902 -771
54 854 436
836 14 412
234 870 709
285 222 365
629 183 -852
718 253 928
940 456 -874
350 9 222
34 846 905
936 297 -65
790 527 342
804 963 178
674 727 764
248 789 -951
784 154 -322
37 654 748
845 935 -312
855 413 -610
53 635 -576
350 892 -640
877 828 503
193 170 -693
272 700 -666
413 464 -66
920 865 -282
926 895 -892
861 643 -47
275 684 -840
262 74 213
155 851 916
335 563 -855
857 66 690
557 726 963
373 60 728
238 994 648
133 65 -425
128 173 -212
812 478 -585
887 639 -322
90 204 -815
653 120 520
720 266 -623
446 956 -714
858 271 -341
204 352 -751
269 0 734
794 927 214
273 68 27
264 483 -734
820 513 356
941 50 9
559 570 81
867 299 527
491 585 737
843 596 942
195 197 211
475 931 -642
543 146 983
378 525 -753
244 143 419
294 499 -288
217 860 -729
516 294 -509
454 173 -18
50 911 -823
248 853 724
531 416 -801
29 774 94
906 757 -175
49 356 -579
548 776 -933
761 488 284
55 112 153
580 955 959
491 289 -639
344 466 -39
761 190 493
887 742 874
645 188 -219
353 365 182
481 786 -917
322 206 -156
434 842 251
389 347 -169
30 306 323
496 668 19
38 629 132
132 474 -628
321 701 -983
38 482 722
825 664 -796
383 99 -474
225 943 312
573 546 53
879 730 83
899 405 931
529 424 -31
355 909 102
56 281 775
890 650 813
907 372 990
6 928 -627
950 806 -401
848 118 -828
578 523 403
983 958 -697
760 889 -816
669 211 -461
302 313 596
952 440 -514
676 605 -607
605 596 752
763 321 54
234 920 902
757 444 481
716 200 816
957 503 576
168 39 -403
833 578 -101
273 174 203
879 13 -120
827 758 -163
148 510 600
421 564 186
217 467 944
417 300 -988
272 468 -31
311 397 -862
242 994 -29
416 246 597
781 449 476
540 681 655
50 870 -845
967 823 576
786 9 146
86 305 915
906 317 -460
303 287 203
650 777 -555
896 748 -786
697 345 -5
731 173 535
601 828 938
424 336 -95
786 264 -309
91 410 129
409 678 -613
48 218 691
825 421 -307
925 219 589
271 433 -362
796 428 -631
977 316 -677
313 606 -901
577 863 -115
340 554 329
18 35 -262
588 774 138
361 465 963
580 158 -112
13 99 511
794 90 308
462 459 -715
68 134 -50
931 234 -473
837 471 219

1000 1000
224 800 -763
998 890 -175
816 28 -461
974 343 119
426 584 485
516 95 -721
327 755 -907
814 392 -839
48 694 -908
519 222 281
320 793 -495
210 31 -497
591 208 319
934 747 646
518 219 424
966 704 292
73 335 971
818 428 785
512 941 -167
86 385 -295
880 666 -623
263 523 -61
823 26 530
571 698 -183
142 696 687
846 120 -995
533 764 79
313 735 -751
254 521 761
639 706 200
657 763 432
180 140 -305
558 80 -482
256 962 441
952 779 -417
424 819 781
540 824 666
276 255 979
149 504 585
207 618 -424
971 170 -767
463 602 413
895 297 -28
858 167 -420
989 609 885
808 544 -339
633 678 -798
240 344 -170
745 676 -669
715 613 890
885 190 861
487 423 677
136 189 572
303 513 782
264 445 -228
161 330 -68
191 344 565
535 546 -194
563 728 -97
177 59 618
367 949 -145
142 163 694
683 192 182
196 764 837
642 547 102
324 671 -385
668 603 806
214 521 -307
294 679 257
353 582 786
655 552 -495
170 759 647
362 453 331
478 635 -121
377 472 -479
48 926 -154
652 893 -486
525 699 -919
204 393 -625
138 2 -919
690 788 88
449 293 258
254 292 -28
241 623 450
65 503 -172
992 376 -772
885 574 -768
937 441 -243
330 874 -39
684 601 -901
824 34 -859
469 122 942
761 732 196
737 704 789
592 507 -145
968 335 847
895 563 -916
336 148 21
562 905 703
163 219 739
198 318 -437
320 812 32
53 754 -206
109 303 883
616 92 -525
303 299 795
219 498 -310
367 583 -622
272 956 -60
843 12 104
162 751 654
974 315 -26
80 347 379
383 493 841
828 376 457
127 203 -887
626 999 332
561 41 699
517 420 -677
529 712 -833
633 168 681
948 822 7
647 149 -913
493 528 -177
869 721 3
425 179 482
424 292 -892
817 976 -979
589 675 539
302 350 420
822 517 53
645 550 353
794 557 1
674 997 494
396 172 -285
927 175 140
571 657 -84
547 118 -266
574 139 675
276 30 977
146 451 -848
696 856 -203
606 562 943
603 915 -31
775 761 717
302 476 996
959 969 567
77 237 -534
569 323 -608
599 999 -979
50 328 167
259 480 863
821 629 469
88 572 -576
849 542 199
677 611 853
646 608 -187
236 527 242
559 346 -189
910 90 763
591 111 165
71 278 -576
53 494 597
625 963 685
519 740 -466
131 939 212
91 145 210
618 958 798
964 552 710
55 716 -380
166 479 211
797 644 635
291 421 -312
606 370 -335
346 408 -463
638 942 -980
783 506 111
741 69 729
645 867 46
713 577 453
192 550 -29
189 113 -232
962 748 59
332 788 666
740 454 12
35 991 -350
893 11 -215
314 474 526
182 555 524
111 601 237
661 406 -218
127 378 323
875 498 285
664 910 -31
470 928 710
813 292 97
176 295 990
650 80 -343
205 959 839
159 483 -698
565 72 -684
295 854 443
794 177 318
56 814 334
984 784 -844
276 846 969
571 943 497
652 285 147
963 942 705
446 133 864
870 788 781
725 104 -923
254 547 -777
421 217 631
205 904 615
403 60 -757
698 382 -833
335 879 819
630 27 -866
763 84 580
551 948 -550
655 729 527
554 158 -866
772 733 555
28 364 112
88 331 -133
822 575 565
702 742 900
81 913 -470
165 47 646
465 979 197
194 781 -795
705 309 -889
438 795 883
155 702 911
486 814 -648
61 681 174
803 598 -772
68 498 -339
115 29 826
94 675 -357
876 224 838
537 781 -105
332 893 685
34 128 840
200 392 679
233 744 -260
831 270 896
681 851 -36
62 512 -568
737 691 526
314 334 754
95 524 -709
340 419 975
469 457 -639
861 649 -87
957 328 -854
579 69 -671
782 317 11
295 281 73
338 713 -837
672 592 829
549 346 -724
968 990 617
777 965 -914
427 679 -701
755 592 -392
176 739 -813
493 420 970
127 431 -383
840 857 955
784 372 -21
131 201 528
473 477 -151
790 446 -374
469 884 53
62 183 -839
801 791 -663
573 331 831
5 653 958
214 270 150
586 577 -65
139 556 418
968 437 243
415 286 -967
299 912 -497
835 318 565
626 479 718
309 168 291
962 999 648
584 309 -786
513 460 152
422 747 -709
859 517 -388
145 760 27
409 793 -322
79 648 513
558 213 -508
727 283 -847
78 927 -532
388 575 -948
200 142 918
299 294 -660
816 938 199
928 550 696
73 577 -895
722 607 -815
287 121 -905
571 965 -826
498 118 -395
425 586 345
567 991 545
214 261 196
152 601 12
702 152 292
631 848 365
238 305 -913
711 842 375
676 290 -54
147 816 -204
85 421 -779
76 766 -859
337 663 355
290 859 -493
442 223 -791
642 515 840
300 881 -570
494 968 142
784 695 170
953 641 -331
374 789 755
493 363 183
156 504 -479
368 211 163
591 718 958
459 279 -48
340 471 -748
660 901 99
356 395 -117
349 918 -164
139 587 563
502 694 -944
358 878 -436
569 399 932
639 914 524
270 872 335
741 825 675
994 429 687
742 528 -605
660 412 -255
599 600 -764
294 515 90
172 571 800
923 136 369
837 420 360
62 296 630
887 631 -277
316 306 -283
845 346 459
609 741 -529
561 838 -577
77 74 -283
0 516 -111
488 316 -836
909 37 353
205 397 -585
837 379 -698
495 102 971
841 820 816
935 631 777
773 455 -662
848 878 767
364 595 768
33 836 256
70 352 -835
468 705 -277
847 121 912
950 775 407
122 746 601
105 914 -464
560 691 661
790 30 -491
737 149 226
925 917 259
277 526 -671
335 43 -851
456 766 997
583 678 299
330 438 -227
596 391 878
288 279 791
670 940 -419
819 802 671
89 380 596
615 639 226
658 320 561
777 822 369
455 819 -48
245 470 -366
636 243 -769
915 473 871
208 264 541
10 198 712
390 221 801
381 817 416
701 43 427
523 956 -796
694 325 -989
516 630 -743
111 264 245
585 847 513
201 718 -279
751 611 731
972 324 -879
142 477 502
537 894 -445
494 673 431
171 877 -523
801 888 -6
418 497 -543
617 743 -958
336 256 -404
299 977 -653
975 60 672
453 181 814
699 35 -297
372 942 197
249 725 369
489 203 -478
987 549 292
82 358 910
338 401 -402
667 349 -103
727 696 -127
260 720 -322
647 534 377
941 238 -251
667 787 350
222 508 -161
123 31 826
481 675 -740
234 585 -50
583 183 -383
280 433 696
0 658 956
887 336 955
477 65 897
264 814 564
125 164 786
508 3 -739
183 182 -258
769 794 977
304 745 -440
89 362 192
99 411 545
787 719 784
852 675 -739
666 572 -123
182 488 2
538 626 510
72 887 694
866 981 815
611 958 -529
974 871 -439
385 415 660
104 960 -200
131 744 -348
703 5 -329
543 235 853
169 237 391
408 748 463
390 794 -670
700 609 -59
923 80 -733
339 993 -996
299 6 -891
396 806 592
753 810 648
988 481 -809
226 335 713
326 726 -879
120 542 -137
81 872 916
513 165 839
507 433 -822
865 437 -170
23 898 226
833 491 979
315 139 968
2 682 -454
728 395 -128
270 869 -8
494 84 425
660 0 938
445 192 797
234 370 14
133 552 -963
976 778 -777
467 110 538
149 78 -460
897 976 -380
118 848 243
554 192 89
555 617 -251
99 555 546
821 705 -219
374 719 266
152 757 -758
614 980 709
692 870 -790
20 762 459
868 382 577
60 977 -516
29 67 39
937 168 -510
642 715 -689
361 848 685
470 114 -810
802 356 804
672 417 -151
434 979 869
169 439 -910
146 368 -498
565 852 -468
734 243 -531
801 733 -537
649 397 -176
763 434 -353
119 624 449
888 781 122
867 982 -92
658 851 77
379 293 576
231 796 141
827 328 -125
912 149 28
661 964 677
96 140 -560
720 787 911
853 237 799
835 711 19
39 619 -323
332 49 408
128 625 -8
808 118 -181
309 346 -917
273 374 -255
414 52 -159
201 492 -87
790 756 -233
853 555 954
473 926 993
874 956 326
851 364 -194
969 356 -385
667 527 924
42 611 550
94 708 964
938 549 -483
694 814 -340
602 933 513
528 888 -662
484 881 -788
849 559 415
557 366 -615
85 333 52
696 609 -554
404 159 892
305 475 831
471 345 -123
405 5 -521
293 870 -640
526 209 196
86 773 -603
804 189 -45
489 926 -960
98 330 -912
610 777 844
85 669 -851
782 852 -380
787 730 -623
10 561 -330
219 921 -451
344 470 -13
533 867 -209
459 822 280
142 214 -270
919 302 -660
940 146 -222
793 647 -440
875 620 -300
436 997 -290
710 20 281
180 569 -375
47 556 -841
222 699 -30
436 331 -888
739 61 -617
237 402 324
237 532 469
209 92 344
206 792 -868
578 502 842
499 135 -626
407 761 774
458 272 -4
789 242 -216
203 707 -125
957 90 113
489 766 -298
581 587 911
726 931 469
580 416 -952
716 258 -101
477 985 -693
101 759 -883
343 107 -93
402 891 -538
845 767 -581
611 232 908
551 934 841
834 197 -81
250 666 500
861 66 216
846 966 45
957 625 146
64 742 -159
307 1 -756
426 463 -911
10 234 -948
296 142 603
493 336 -210
160 255 40
226 755 -99
192 323 99
169 720 56
912 218 -528
913 60 780
729 656 -442
963 97 569
458 501 865
146 457 359
401 247 871
509 287 97
184 541 -358
257 640 -189
475 697 -925
887 169 341
543 301 70
992 860 -615
494 781 -157
951 998 -11
198 357 743
485 580 -748
26 678 -212
19 672 -955
716 835 521
237 911 -240
539 252 304
751 674 -704
532 59 790
530 903 -907
240 244 291
820 987 129
850 591 -493
522 732 -474
710 777 -758
621 650 -520
225 411 371
899 67 122
958 715 -994
213 858 536
810 951 -872
797 595 301
741 724 -849
473 583 -974
602 110 736
253 704 709
16 536 -66
435 907 -167
150 381 -857
360 387 709
664 276 -481
259 756 -684
335 57 -591
918 561 -118
28 939 -515
85 27 90
621 736 458
881 670 -107
262 855 -605
2 350 -892
630 59 772
386 578 31
444 247 366
357 656 284
296 891 665
323 728 -250
411 818 723
81 628 604
288 873 -781
638 620 221
50 728 -149
628 852 589
227 883 -967
884 601 742
775 238 -962
503 255 713
673 357 -876
653 80 -795
526 37 845
498 256 -164
227 829 -114
79 32 -134
315 621 94
268 7 978
506 749 105
113 788 -40
470 501 -15
551 626 -362
940 183 516
196 381 -986
25 217 -407
409 455 25
30 321 -660
37 415 -40
787 393 467
927 850 -420
428 810 403
406 147 -46
942 785 -754
323 653 -558
892 668 819
347 613 228
668 638 -390
84 330 648
829 291 -565
32 110 714
842 42 -858
342 445 -99
127 751 843
133 997 518
153 791 -590
766 610 -891
757 190 -223
87 801 -787
730 801 -605
840 588 -573
235 302 621
680 796 -37
432 697 443
781 892 -424
573 762 -271
183 172 -153
726 633 956
879 411 -604
680 976 126
268 371 -681
570 798 -446
366 420 586
64 735 -630
308 178 152
71 106 -275
595 187 260
229 35 986
992 991 865
968 387 -455
692 866 165
490 537 -265
262 91 -898
350 677 -482
528 400 -822
635 552 -751
174 277 -803
209 537 426
553 876 418
292 741 -262
510 639 430
47 804 -727
138 892 -113
168 994 -763
568 864 -882
472 42 105
749 644 -721
286 841 -159
162 619 -606
256 389 -962
247 127 -451
403 910 -404
295 183 87
641 422 607
505 660 -473
900 130 -1
896 235 748
89 514 -614
708 355 -99
97 101 509
576 140 -244
838 41 -841
21 989 -545
796 76 -904
808 35 954
938 562 -794
173 561 454
687 661 543
395 400 -397
496 301 -948
988 810 -20
29 566 -181
19 77 -808
447 884 988
483 333 -204
45 639 -266
959 197 259
972 651 -701
372 546 -306
673 149 542
835 553 -469
753 533 -88
831 704 283
715 897 -269
400 237 566
39 34 963
236 120 274
887 732 247
785 31 -381
934 77 -355
839 619 -520
725 502 234
429 767 417
326 50 484
564 133 885
950 699 276
422 663 513
154 937 -248
537 536 -462
614 156 824
586 153 -336
440 633 -611
207 219 818
258 988 497
391 473 61
443 710 -637
458 986 785
395 499 292
284 604 -171
440 142 796
593 966 382
578 630 -178
150 371 382
138 190 640
963 687 383
673 100 -822
12 463 636
863 248 384
467 892 -332
609 722 -540
928 518 53
558 252 983
930 426 -867
472 808 272
159 800 235
611 536 -739
74 66 273
674 703 -864
567 87 956
641 107 -83
511 567 -155
763 972 -596
541 955 -314
702 89 510
854 361 669
742 948 632
809 209 -294
512 834 732
951 323 299
58 279 -60
977 196 -197
949 42 566
904 798 460
345 836 162
58 346 368
7 367 111
568 999 -80
403 57 -216
726 789 735
357 441 145
553 733 474
947 537 423
97 103 679
933 915 -975
631 77 -917
998 798 90
349 909 -989
406 829 414
196 613 -860
637 700 -151
370 197 402
907 671 702
363 94 799
278 125 85
708 150 -284
506 586 -285
767 28 64
596 39 -529
561 453 19
261 945 -992
458 794 -622
129 549 638
575 603 1
52 402 -369
203 487 691
141 556 549
169 271 316
561 687 -736
14 510 -175
312 529 438
458 537 -104
359 268 377
962 258 -696
717 611 357
556 242 -88
112 286 53
735 835 574
423 504 -865
285 768 -498
167 594 -186
56 32 -376
324 281 -16
582 10 946
193 667 663
788 24 220
74 288 332
261 693 420
117 267 843
886 403 -872
832 257 647
216 423 704
497 47 28
860 31 963
527 330 508
903 345 -704
191 917 -278
884 602 -664
151 22 -547
906 865 691
515 345 -477
938 993 -260
338 697 589
721 77 -199
51 392 -672
749 901 -769
666 549 774
268 624 658
290 312 -838
507 765 420
853 809 936
198 332 226
247 424 564
676 14 -714
69 815 337
322 496 86
223 79 -247
847 854 -979
511 512 -336
277 26 -829
86 447 376
770 735 926
195 961 173
561 526 202
728 812 623
224 501 945
656 588 168
510 693 -632
374 66 879
401 730 -492
200 254 946
287 630 -283
248 557 -736
774 82 -823
938 636 -95
440 259 482
380 204 -862
425 725 -352
491 93 374
574 324 775
180 833 -673
810 131 -386
719 200 -785
154 816 989
790 993 280
402 899 -280
958 733 -548
683 871 -123
128 871 -280
453 245 -354
638 373 -174
121 52 -11
322 667 60
138 882 -786

1000 1000
132 223 -643
383 503 111
116 575 -931
987 27 -247
210 256 -767
455 977 686
828 623 -324
881 450 150
900 439 472
134 499 -38
709 66 446
565 775 829
140 886 -703
520 955 -364
776 60 846
753 294 302
729 332 482
179 361 -285
970 511 967
821 983 101
239 297 -189
14 744 -624
252 925 -132
560 223 -260
620 859 -483
914 706 622
599 360 -649
960 842 882
471 910 204
806 877 26
455 331 -735
199 142 632
125 870 -764
348 90 796
559 831 417
265 348 683
625 322 -366
820 26 -406
730 908 417
959 465 -425
290 491 31
784 108 -770
6 740 -293
97 977 -593
928 125 967
628 542 232
302 578 -790
328 564 -618
589 159 -536
54 928 -577
897 504 -934
5 887 -798
98 117 209
75 177 -342
200 584 -414
95 903 -434
25 488 -780
589 698 549
100 432 490
381 896 -104
885 671 -207
772 737 -850
241 292 -752
770 501 675
707 511 -772
610 97 675
98 15 700
148 235 641
580 136 -906
476 978 -525
500 874 712
237 19 -164
529 522 -571
382 770 200
893 798 907
342 26 -131
709 701 -32
297 753 468
433 746 -951
764 192 877
990 19 377
362 83 -33
884 271 -152
6 701 -417
804 253 -172
830 512 -829
883 381 -768
988 701 -471
735 170 315
279 571 -921
299 800 -931
382 530 -569
654 497 315
707 697 322
312 280 -522
824 109 -339
557 632 544
611 864 885
133 394 -380
704 61 251
504 140 550
34 561 -715
883 345 -709
581 660 998
213 334 310
322 165 -514
954 826 -605
171 370 -994
917 255 139
978 227 -805
118 831 52
31 381 86
376 18 -678
389 309 255
723 659 -532
240 321 -209
66 159 97
437 555 620
44 913 -463
624 405 515
455 952 -15
188 4 17
207 443 -607
868 765 -218
528 20 858
201 840 -902
361 631 -835
268 81 954
533 701 350
938 239 -26
891 106 -219
247 92 970
690 109 529
455 502 397
827 637 -723
668 495 479
651 593 -808
84 110 -188
138 64 345
729 415 636
835 741 879
927 523 126
388 845 -183
243 374 624
880 771 -196
375 401 -176
320 232 -525
431 776 912
847 588 -950
262 933 779
356 569 -34
879 448 -754
724 927 -366
450 744 -123
573 720 -891
974 524 484
558 348 -843
334 176 588
922 88 -565
856 490 -950
777 621 406
578 587 637
505 185 -287
249 172 -837
321 401 -912
846 511 -937
546 347 -379
722 504 956
162 92 230
652 880 86
625 930 -784
565 688 794
750 677 299
922 742 900
324 257 221
187 345 -581
534 760 966
39 382 40
483 690 203
715 920 207
645 359 -167
685 575 398
714 369 500
808 20 775
65 920 451
763 493 -362
523 913 524
257 231 915
947 623 399
220 826 114
579 386 112
506 571 149
875 321 216
247 821 -976
167 596 -910
12 399 -795
277 37 728
508 562 986
484 829 -67
662 228 -495
48 695 84
971 159 942
292 660 817
466 876 64
414 901 583
814 343 -404
851 548 225
765 276 86
595 614 570
175 548 -768
222 405 -719
381 490 252
42 432 -103
918 602 -637
171 18 777
866 954 -409
766 902 795
43 127 -88
657 213 507
557 783 -965
963 16 257
805 649 -9
589 253 -967
543 150 -697
914 865 827
868 643 -307
122 234 460
249 381 855
815 294 864
598 153 -226
966 188 -263
967 798 894
221 789 835
723 822 -621
589 477 645
232 304 -487
818 350 -365
552 810 236
846 17 51
999 881 -998
188 655 -680
986 744 -712
127 990 861
949 826 936
778 557 -475
435 202 -891
785 67 280
947 54 832
964 290 30
845 694 -971
853 48 569
597 368 -93
588 8 34
766 221 -665
323 510 466
525 387 901
592 497 -314
998 129 633
288 313 -51
334 343 794
382 724 999
103 646 949
463 905 537
37 292 655
547 979 978
934 445 -145
783 698 -201
264 384 -203
577 369 -563
272 318 -228
349 465 -494
347 464 961
252 413 425
896 302 814
876 957 -639
673 935 -353
372 142 -569
108 941 695
478 738 -375
148 176 897
613 948 -402
430 806 945
843 768 198
498 545 -554
455 359 322
743 72 -652
237 719 -280
179 502 828
917 198 658
93 175 -193
393 72 420
200 23 850
518 46 865
965 896 576
639 351 648
987 446 -281
707 684 -778
888 863 772
546 132 947
353 226 -629
126 619 394
328 171 -637
726 491 233
622 356 -802
326 932 -162
124 932 825
160 652 885
375 226 773
508 998 671
86 297 -623
57 668 -145
229 415 183
720 130 -738
429 363 -116
713 562 -438
646 752 -313
650 929 847
876 166 223
226 939 731
523 963 -183
543 340 226
310 547 -545
440 82 528
804 344 -691
718 581 -978
822 143 20
751 830 670
918 30 -102
209 253 -876
524 336 999
216 505 -457
763 731 853
846 539 -354
190 67 450
123 376 520
267 750 342
97 771 445
127 441 715
732 340 -723
68 816 -199
925 816 -982
657 359 133
548 564 -21
615 210 -478
343 12 -355
93 532 -736
864 226 362
306 24 -159
998 739 574
814 368 994
630 170 272
341 540 -719
258 673 829
468 5 444
833 879 787
717 524 232
944 789 -903
320 503 -245
411 696 753
780 622 919
950 617 -98
490 241 243
515 522 501
520 351 -678
399 147 155
276 286 872
417 518 -832
272 615 840
968 722 -748
591 827 -968
560 747 -666
153 649 176
675 244 -957
26 98 564
525 420 315
811 927 943
329 151 712
297 672 -664
19 512 -343
847 764 -400
946 148 -840
947 834 665
543 10 -660
641 54 -282
413 970 -757
340 637 54
492 581 -265
164 645 32
28 982 404
793 639 603
293 239 901
128 751 -152
138 416 -609
544 108 -615
514 826 -202
504 421 491
437 827 -665
82 562 499
416 947 879
55 703 24
646 658 318
749 559 798
517 759 288
625 502 833
803 887 699
224 38 -797
51 529 640
966 864 -925
265 715 491
968 594 -101
626 619 -455
537 289 647
648 87 164
150 375 790
390 208 -407
780 260 -830
309 463 573
173 456 539
240 531 804
834 22 -876
805 273 -898
94 819 991
533 466 -361
909 630 142
469 772 884
729 718 664
545 888 973
1 461 498
884 353 738
258 509 -76
532 634 -918
703 88 -824
521 80 710
503 71 971
276 213 -560
994 449 522
882 113 67
695 438 420
48 288 -344
558 378 914
544 303 -554
632 385 501
64 913 -978
136 975 526
349 946 -846
799 387 -852
264 909 -618
703 328 -571
991 100 478
722 756 -612
25 670 284
762 469 -732
27 970 333
3 345 469
301 871 -830
40 25 321
301 525 -62
629 259 -359
729 688 -16
485 166 706
508 906 -917
977 190 -803
299 459 -775
996 144 -772
219 613 -471
596 135 922
121 457 223
380 395 853
69 388 934
587 724 420
846 783 280
388 218 609
199 416 908
343 641 257
308 221 -524
444 102 -927
253 24 -454
0 248 927
740 453 348
464 387 -713
599 159 485
818 439 874
234 48 -575
227 309 769
448 566 -923
550 42 521
927 467 -874
175 14 -874
980 293 -134
367 993 683
527 280 -366
318 118 452
719 344 38
28 769 265
946 538 65
340 616 -32
808 489 -105
822 616 -578
115 94 402
108 313 769
740 348 648
858 982 -681
202 787 38
324 825 -934
862 443 364
830 508 -296
672 828 -488
640 723 334
734 145 801
399 547 -91
747 669 -998
82 669 -788
869 988 415
46 26 91
841 444 953
350 808 -216
530 513 456
254 25 -904
751 360 182
299 161 582
320 423 681
989 425 763
978 637 984
